Kind,Name,AltCountLineCode,CountInput,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots
Function,AAC_RENAME,4,0,4,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Function,AAC_RENAME,5,0,5,1,0,0,0,1,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Function,AAC_RENAME,14,0,14,3,1,0,0,1,2,0,10,5,3,0,2,2,2,2,1,1,0,1,0
Function,AAC_RENAME,135,0,135,19,12,0,0,1,53280,5,80,50,22,3,25,21,21,21,9,14,12,3,12
Function,AC3_NAME,16,0,16,5,1,0,0,1,1,0,8,8,6,1,1,1,1,1,1,0,0,0,0
Function,AC3_NAME,42,0,42,19,6,0,0,1,7,1,26,27,19,0,8,5,5,5,5,4,4,2,4
Static Function,BAYER_RENAME,24,0,24,2,1,0,0,1,2,0,16,3,2,0,1,2,2,2,1,0,0,1,0
Static Function,BAYER_RENAME,14,0,14,2,1,0,0,1,1,0,10,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,BAYER_RENAME,15,0,15,1,0,0,0,1,2,0,7,2,1,0,1,2,2,2,1,0,0,1,0
Static Function,BAYER_RENAME,9,0,9,1,0,0,0,1,1,0,5,1,1,0,0,1,1,1,1,0,0,0,0
Function,CROSSFADE,109,0,109,11,20,0,0,1,34,2,66,38,12,1,25,17,17,17,17,48,48,3,48
Static Function,DEC_SPAIR,6,2,6,1,3,0,0,2,1,0,3,3,0,0,3,1,1,1,1,0,0,0,0
Static Function,DEC_SQUAD,8,2,8,1,5,0,0,2,1,0,5,5,0,0,5,1,1,1,1,0,0,0,0
Static Function,DEC_UPAIR,6,3,6,1,3,0,0,2,1,0,3,3,0,0,3,1,1,1,1,0,0,0,0
Static Function,DEC_UQUAD,15,3,15,2,12,0,0,2,1,0,12,12,1,0,11,1,1,1,1,0,0,0,0
Function,DEFINE_CRYPTO_WRAPPER,11,0,11,4,0,0,0,1,1,0,7,3,3,0,0,1,1,1,1,0,0,0,0
Function,DEFINE_GCRYPT_WRAPPER,10,0,10,5,0,0,0,1,1,0,4,4,4,0,0,1,1,1,1,0,0,0,0
Function,DEFINE_TOMCRYPT_WRAPPER,11,0,11,4,0,0,0,1,1,0,7,3,3,0,0,1,1,1,1,0,0,0,0
Function,ECHO,34,0,34,8,2,0,0,1,2,0,24,8,7,0,1,2,2,2,1,0,0,1,0
Static Function,F,6,0,6,0,0,0,0,1,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Function,FADE,21,0,21,2,1,0,0,1,1,0,21,2,1,0,1,1,1,1,1,0,0,0,0
Static Function,FL,11,0,11,1,0,0,0,1,1,0,8,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,FLINV,11,0,11,1,0,0,0,1,1,0,8,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,GetPhysicalPinName,31,1,31,1,25,0,0,1,2,0,24,26,0,0,26,1,1,1,1,1,0,1,0
Static Function,LR128,15,1,15,2,6,0,0,0,4,1,8,6,1,0,5,3,3,5,1,1,0,1,0
Static Function,MDS_mul,4,0,4,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Function,OPT_EVAL_NUMBER,13,0,13,5,0,0,0,1,1,0,6,6,6,0,0,1,1,1,1,0,0,0,0
Function,PHASER,32,0,32,7,2,0,0,1,2,0,29,8,6,0,2,2,2,2,1,0,0,1,0
Static Function,RENAME,14,0,14,2,1,0,0,2,1,0,1,5,4,0,1,1,1,1,1,0,0,0,0
Static Function,RENAME,145,0,38,13,1,116,3,1,1,0,37,14,14,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,31,0,31,0,1,0,0,1,2,0,3,1,0,0,1,2,2,2,1,1,0,1,0
Static Function,RENAME,4,0,4,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0
Static Function,RENAME,115,0,5,1,0,107,32,1,2,0,9,2,1,0,1,2,2,2,1,0,0,1,0
Static Function,RENAME,35,0,35,4,1,0,0,1,2,0,6,5,4,0,1,2,2,2,1,1,0,1,0
Static Function,RENAME,23,0,23,0,0,0,0,1,1,0,4,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,49,0,39,4,1,6,4,1,2,0,6,5,4,0,1,2,2,2,1,1,0,1,0
Static Function,RENAME,19,0,19,1,0,0,0,1,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,21,0,16,0,0,3,2,1,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,21,0,16,0,0,3,2,1,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,26,0,21,1,0,3,2,1,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,16,0,16,2,1,0,0,2,1,0,1,5,4,0,1,1,1,1,1,0,0,0,0
Static Function,RENAME,52,0,52,1,0,0,0,1,1,0,4,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,302,0,60,12,31,256,62,1,24603,4,82,48,12,0,48,19,19,19,1,1,0,3,0
Static Function,RENAME,77,0,62,2,1,7,8,1,18,1,48,10,4,0,6,7,7,7,1,1,0,3,0
Static Function,RENAME,23,0,15,2,1,4,4,2,1,0,4,5,4,0,1,1,1,1,1,0,0,0,0
Static Function,RENAME,16,0,16,2,1,0,0,2,1,0,1,5,4,0,1,1,1,1,1,0,0,0,0
Static Function,RENAME,27,0,27,0,1,0,0,1,2,0,3,1,0,0,1,2,2,2,1,1,0,1,0
Static Function,RENAME,6,0,6,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,4,0,4,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,4,0,4,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0
Static Function,RENAME,23,0,15,2,1,4,4,2,1,0,4,5,4,0,1,1,1,1,1,0,0,0,0
Static Function,RENAME,39,0,39,4,1,0,0,1,2,0,6,5,4,0,1,2,2,2,1,1,0,1,0
Static Function,RENAME,6,0,6,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,4,0,4,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,4,0,4,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0
Static Function,RENAME,21,0,16,0,0,3,2,1,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,27,0,27,0,1,0,0,1,2,0,3,1,0,0,1,2,2,2,1,1,0,1,0
Static Function,RENAME,49,0,39,4,1,6,4,1,2,0,6,5,4,0,1,2,2,2,1,1,0,1,0
Static Function,RENAME,18,0,18,0,0,0,0,1,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,21,0,21,1,0,0,0,1,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,6,0,6,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,4,0,4,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,4,0,4,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0
Static Function,RENAME,397,0,35,17,0,444,15,1,1,0,32,18,18,0,1,1,1,1,1,0,0,0,0
Static Function,RENAME,21,0,16,0,0,3,2,1,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,26,0,21,1,0,3,2,1,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,18,0,18,0,0,0,0,1,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,RENAME,343,0,74,17,17,271,17,1,36,2,49,32,17,0,35,14,14,14,1,3,0,4,0
Static Function,RENAME,14,0,14,2,1,0,0,2,1,0,1,5,4,0,1,1,1,1,1,0,0,0,0
Function,ROUND128_48_TO_63,46,0,23,3,1,20,3,1,1,0,84,3,2,0,1,1,1,1,1,0,0,0,0
Function,ROUND160_64_TO_79,59,10,31,7,6,25,3,5,1,0,113,12,6,0,6,1,1,1,1,0,0,0,0
Function,ROUND256,65,8,43,2,2,17,5,3,1,0,57,76,11,0,65,1,1,1,1,0,0,0,0
Function,ROUND512,66,8,44,2,2,17,5,3,1,0,60,84,3,0,81,1,1,1,1,0,0,0,0
Static Function,SET_TYPE,18,0,18,4,0,0,0,1,1,0,13,4,4,0,0,1,1,1,1,0,0,0,0
Static Function,SET_TYPE,9,0,9,2,0,0,0,1,1,0,5,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,SET_TYPE,15,0,15,4,0,0,0,1,1,0,10,4,4,0,0,1,1,1,1,0,0,0,0
Static Function,SET_TYPE,6,0,6,1,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
Function,SILENCE_DETECT,19,0,19,1,1,0,0,1,1,0,13,1,0,0,1,1,1,1,1,0,0,0,0
Static Function,VMUL2,8,4,8,3,4,0,0,2,1,0,4,4,1,0,3,1,1,1,1,0,0,0,0
Static Function,VMUL2S,11,1,11,3,1,0,0,1,1,0,7,4,3,0,1,1,1,1,1,0,0,0,0
Static Function,VMUL4,10,4,10,3,6,0,0,2,1,0,6,6,1,0,5,1,1,1,1,0,0,0,0
Static Function,VMUL4S,19,2,19,5,5,0,0,1,1,0,17,10,4,0,6,1,1,1,1,0,0,0,0
Function,WINDOW_FUNC,15,0,15,6,2,0,0,1,2,0,12,7,5,0,4,2,2,2,1,0,0,1,0
Struct,XMLContext,0,,0,0,0,0,0,,,,,5,5,0,0,,,,,,,0,
Static Function,a64_compress_colram,12,0,12,2,1,0,0,0,2,0,9,2,1,0,3,2,2,2,1,0,0,1,0
Static Function,a64multi_close_encoder,10,0,10,1,1,0,0,1,1,0,7,2,1,0,1,1,1,1,1,0,0,0,0
Static Function,a64multi_encode_frame,90,0,90,23,16,0,0,2,40,2,64,45,23,1,21,11,11,11,9,16,14,3,14
Static Function,a64multi_encode_init,39,0,39,9,2,0,0,1,8,1,22,13,9,0,4,4,4,4,1,1,0,1,0
File,a64multienc.c_a64_compress_colram.c,13,,13,2,1,0,0,,,,9,3,2,0,3,,,,,,,1,
File,a64multienc.c_a64multi_close_encoder.c,11,,11,2,1,0,0,,,,7,3,2,0,1,,,,,,,0,
File,a64multienc.c_a64multi_encode_frame.c,91,,91,24,17,0,0,,,,64,47,25,1,21,,,,,,,3,
File,a64multienc.c_a64multi_encode_init.c,40,,40,10,3,0,0,,,,22,14,10,0,4,,,,,,,1,
File,a64multienc.c_render_charset.c,78,,78,10,5,0,0,,,,56,21,16,0,9,,,,,,,3,
File,a64multienc.c_to_meta_with_crop.c,27,,27,6,1,0,0,,,,17,9,9,0,0,,,,,,,0,
Static Function,a_weighting,7,1,7,2,4,0,0,2,1,0,3,3,1,0,2,1,1,1,1,0,0,0,0
File,aac_ac3_parser.c_ff_aac_ac3_parse.c,74,,65,8,14,6,3,,,,38,26,7,2,18,,,,,,,4,
File,aac_adtstoasc_bsf.c_aac_adtstoasc_filter.c,70,,70,0,0,0,0,,,,42,0,0,0,0,,,,,,,0,
Static Function,aac_decode_close,21,0,19,5,1,0,2,1,1,0,15,7,6,0,1,1,1,1,1,0,0,0,0
Static Function,aac_decode_close,21,0,19,4,1,0,2,1,1,0,15,6,5,0,1,1,1,1,1,0,0,0,0
Static Function,aac_decode_er_frame,55,0,55,18,5,0,0,2,6,1,35,25,18,0,7,4,4,7,1,1,0,1,0
Static Function,aac_decode_er_frame,55,0,55,13,5,0,0,2,6,1,35,19,12,0,7,4,4,7,1,1,0,1,0
Static Function,aac_decode_frame,61,0,61,21,6,0,0,1,15,1,33,30,20,0,12,8,8,8,5,4,4,2,4
Static Function,aac_decode_frame,61,0,61,17,6,0,0,1,15,1,33,25,15,0,12,8,8,8,5,4,4,2,4
Static Function,aac_decode_frame_int,151,0,151,28,16,0,0,2,330,3,88,58,36,2,20,11,11,11,7,15,14,2,14
Static Function,aac_decode_frame_int,151,0,151,15,16,0,0,2,330,3,88,45,23,2,20,11,11,11,7,15,14,2,14
Static Function,aac_decode_init,96,0,86,17,18,2,8,3,41,2,57,43,20,0,23,8,8,8,4,4,4,2,4
Static Function,aac_encode_end,15,0,15,6,1,0,0,1,1,0,11,7,6,0,1,1,1,1,1,0,0,0,0
Static Function,aac_encode_frame,225,0,225,34,16,0,0,3,22,1,163,63,44,0,19,10,10,13,8,7,7,2,7
Static Function,aac_encode_init,68,0,68,15,14,0,0,3,192,2,46,36,18,1,19,10,10,10,6,11,9,2,8
Static Function,aac_parse_init,7,0,7,0,1,0,0,1,1,0,4,1,0,0,1,1,1,1,1,0,0,0,0
File,aac_parser.c_aac_parse_init.c,8,,8,1,1,0,0,,,,4,2,1,0,1,,,,,,,0,
File,aac_parser.c_aac_sync.c,23,,22,10,5,0,1,,,,16,14,9,0,5,,,,,,,1,
Static Function,aac_sync,22,0,22,10,4,0,0,3,2,0,16,11,6,0,5,2,2,2,1,1,0,1,0
File,aac_tablegen.c_main.c,9,,8,4,3,0,1,,,,5,7,4,0,3,,,,,,,0,
File,aacadtsdec.c_avpriv_aac_parse_header.c,35,,34,7,1,0,1,,,,28,12,11,0,1,,,,,,,0,
File,aaccoder.c_codebook_trellis_rate.c,127,,127,23,29,0,0,,,,97,56,32,0,32,,,,,,,3,
File,aaccoder.c_encode_window_bands_info.c,105,,105,0,0,0,0,,,,80,0,0,0,0,,,,,,,0,
File,aaccoder.c_search_for_ms.c,62,,62,10,4,0,0,,,,33,23,21,0,2,,,,,,,1,
File,aaccoder.c_search_for_pns.c,31,,31,7,1,0,0,,,,21,12,12,0,0,,,,,,,0,
File,aaccoder.c_search_for_quantizers_anmr.c,138,,138,34,27,0,0,,,,112,70,48,0,25,,,,,,,2,
File,aaccoder.c_search_for_quantizers_faac.c,167,,167,36,26,0,0,,,,120,75,50,0,35,,,,,,,4,
File,aaccoder.c_search_for_quantizers_fast.c,31,,31,8,2,0,0,,,,25,11,10,0,3,,,,,,,1,
File,aaccoder.c_search_for_quantizers_twoloop.c,142,,142,0,0,0,0,,,,100,0,0,0,0,,,,,,,0,
File,aaccoder.c_set_special_band_scalefactors.c,33,,32,6,4,0,1,,,,22,13,11,0,2,,,,,,,1,
File,aacdec.c_VMUL2.c,9,,8,3,4,0,1,,,,4,5,2,0,3,,,,,,,0,
File,aacdec.c_VMUL2S.c,12,,11,3,1,0,1,,,,7,5,4,0,1,,,,,,,0,
File,aacdec.c_VMUL4.c,11,,10,3,6,0,1,,,,6,7,2,0,5,,,,,,,0,
File,aacdec.c_VMUL4S.c,20,,19,5,5,0,1,,,,17,11,5,0,6,,,,,,,0,
File,aacdec.c_apply_dependent_coupling.c,30,,30,0,0,0,0,,,,19,0,0,0,0,,,,,,,0,
File,aacdec.c_apply_independent_coupling.c,13,,13,0,0,0,0,,,,8,0,0,0,0,,,,,,,0,
File,aacdec.c_flt16_even.c,8,,8,2,0,0,0,,,,4,3,3,0,0,,,,,,,0,
File,aacdec.c_flt16_round.c,8,,7,2,0,0,1,,,,4,3,3,0,0,,,,,,,0,
File,aacdec.c_flt16_trunc.c,8,,8,2,0,0,0,,,,4,3,3,0,0,,,,,,,0,
File,aacdec.c_latm_decode_audio_specific_config.c,50,,50,15,9,0,0,,,,26,27,18,1,8,,,,,,,2,
File,aacdec.c_latm_decode_frame.c,51,,51,14,9,0,0,,,,21,28,15,0,13,,,,,,,3,
File,aacdec.c_latm_decode_init.c,9,,9,3,1,0,0,,,,4,6,5,0,1,,,,,,,0,
File,aacdec.c_latm_get_value.c,6,,6,3,0,0,0,,,,3,5,5,0,0,,,,,,,0,
File,aacdec.c_predict.c,26,,26,12,9,0,0,,,,20,24,17,0,7,,,,,,,1,
File,aacdec.c_read_audio_mux_element.c,28,,28,8,5,0,0,,,,11,17,9,0,8,,,,,,,2,
File,aacdec.c_read_payload_length_info.c,20,,20,4,6,0,0,,,,9,10,5,0,5,,,,,,,1,
File,aacdec.c_read_stream_mux_config.c,65,,65,10,11,0,0,,,,31,25,12,0,13,,,,,,,4,
File,aacdec.c_reset_predict_state.c,10,,9,1,0,0,1,,,,6,1,1,0,0,,,,,,,0,
File,aacdec_fixed.c_DEC_SPAIR.c,7,,7,2,4,0,0,,,,4,6,3,0,4,,,,,,,0,
File,aacdec_fixed.c_DEC_SQUAD.c,9,,9,1,5,0,0,,,,5,6,1,0,5,,,,,,,0,
File,aacdec_fixed.c_DEC_UPAIR.c,7,,7,1,3,0,0,,,,3,4,1,0,3,,,,,,,0,
File,aacdec_fixed.c_DEC_UQUAD.c,16,,16,2,12,0,0,,,,12,13,2,0,11,,,,,,,0,
File,aacdec_fixed.c_apply_dependent_coupling_fixed.c,54,,54,0,0,0,0,,,,33,0,0,0,0,,,,,,,0,
File,aacdec_fixed.c_apply_independent_coupling_fixed.c,27,,27,0,0,0,0,,,,17,0,0,0,0,,,,,,,0,
File,aacdec_fixed.c_flt16_even.c,12,,12,1,0,0,0,,,,8,1,1,0,0,,,,,,,0,
File,aacdec_fixed.c_flt16_round.c,12,,12,1,0,0,0,,,,8,1,1,0,0,,,,,,,0,
File,aacdec_fixed.c_flt16_trunc.c,12,,12,1,0,0,0,,,,8,1,1,0,0,,,,,,,0,
File,aacdec_fixed.c_noise_scale.c,30,,30,6,17,0,0,,,,20,22,9,0,18,,,,,,,2,
File,aacdec_fixed.c_predict.c,47,,47,9,4,0,0,,,,31,15,12,0,3,,,,,,,1,
File,aacdec_fixed.c_reset_predict_state.c,16,,15,1,0,0,1,,,,12,1,1,0,0,,,,,,,0,
File,aacdec_fixed.c_subband_scale.c,24,,24,5,12,0,0,,,,16,17,8,0,14,,,,,,,2,
File,aacdec_fixed.c_vector_pow43.c,13,,13,2,3,0,0,,,,7,6,3,0,5,,,,,,,1,
Static Function,aacdec_init,16,0,10,2,0,2,4,0,1,0,8,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,aacdec_init,16,0,10,2,0,2,4,0,1,0,8,1,1,0,0,1,1,1,1,0,0,0,0
File,aacdec_template.c_aac_decode_close.c,22,,20,6,1,0,2,,,,15,8,7,0,1,,,,,,,0,
File,aacdec_template.c_aac_decode_er_frame.c,56,,56,18,6,0,0,,,,35,26,19,0,7,,,,,,,1,
File,aacdec_template.c_aac_decode_frame.c,62,,62,22,7,0,0,,,,33,32,22,0,12,,,,,,,2,
File,aacdec_template.c_aac_decode_frame_int.c,152,,152,28,17,0,0,,,,88,59,37,2,20,,,,,,,2,
File,aacdec_template.c_aac_decode_init.c,97,,87,18,19,2,8,,,,58,45,22,0,23,,,,,,,2,
File,aacdec_template.c_aacdec_init.c,17,,11,2,0,2,4,,,,8,2,2,0,0,,,,,,,0,
File,aacdec_template.c_apply_channel_coupling.c,27,,27,0,0,0,0,,,,12,0,0,0,0,,,,,,,0,
File,aacdec_template.c_apply_intensity_stereo.c,45,,37,0,0,5,3,,,,26,0,0,0,0,,,,,,,0,
File,aacdec_template.c_apply_ltp.c,24,,24,0,0,0,0,,,,18,0,0,0,0,,,,,,,0,
File,aacdec_template.c_apply_mid_side_stereo.c,1014,,963,162,105,27,25,,,,606,315,193,6,136,,,,,,,4,
File,aacdec_template.c_apply_prediction.c,26,,26,0,0,0,0,,,,10,0,0,0,0,,,,,,,0,
File,aacdec_template.c_apply_tns.c,45,,45,0,0,0,0,,,,36,0,0,0,0,,,,,,,0,
File,aacdec_template.c_assign_pair.c,41,,41,6,4,0,0,,,,8,10,6,0,4,,,,,,,1,
File,aacdec_template.c_count_channels.c,12,,11,4,3,0,1,,,,7,7,5,0,4,,,,,,,1,
File,aacdec_template.c_count_paired_channels.c,32,,32,6,18,0,0,,,,16,21,5,0,18,,,,,,,4,
File,aacdec_template.c_decode_audio_specific_config.c,65,,65,0,0,0,0,,,,24,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_band_types.c,39,,39,0,0,0,0,,,,22,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_cce.c,63,,63,0,0,0,0,,,,42,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_channel_map.c,29,,29,0,0,0,0,,,,13,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_cpe.c,38,,38,0,0,0,0,,,,19,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_drc_channel_exclusions.c,12,,12,0,0,0,0,,,,7,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_dynamic_range.c,37,,37,0,0,0,0,,,,24,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_eld_specific_config.c,57,,50,16,8,4,3,,,,26,23,15,0,8,,,,,,,1,
File,aacdec_template.c_decode_extension_payload.c,50,,50,0,0,0,0,,,,29,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_fill.c,19,,19,6,5,0,0,,,,13,15,9,1,5,,,,,,,1,
File,aacdec_template.c_decode_ga_specific_config.c,71,,71,0,0,0,0,,,,28,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_ics.c,60,,60,0,0,0,0,,,,26,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_ics_info.c,101,,101,0,0,0,0,,,,51,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_ltp.c,10,,10,0,0,0,0,,,,6,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_mid_side_stereo.c,13,,13,0,0,0,0,,,,6,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_pce.c,51,,51,0,0,0,0,,,,35,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_prediction.c,19,,19,7,2,0,0,,,,8,9,6,0,3,,,,,,,2,
File,aacdec_template.c_decode_pulses.c,22,,22,0,0,0,0,,,,14,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_scalefactors.c,72,,60,0,0,3,9,,,,35,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_spectrum_and_dequant.c,262,,184,0,0,40,38,,,,179,0,0,0,0,,,,,,,0,
File,aacdec_template.c_decode_tns.c,33,,33,0,0,0,0,,,,21,0,0,0,0,,,,,,,0,
File,aacdec_template.c_flush.c,16,,16,3,1,0,0,,,,10,6,5,0,3,,,,,,,1,
File,aacdec_template.c_frame_configure_elements.c,26,,26,4,5,0,0,,,,17,13,7,0,8,,,,,,,1,
File,aacdec_template.c_get_che.c,102,,102,7,1,0,0,,,,39,10,7,0,3,,,,,,,1,
File,aacdec_template.c_imdct_and_windowing.c,53,,49,0,0,2,2,,,,35,0,0,0,0,,,,,,,0,
File,aacdec_template.c_imdct_and_windowing_eld.c,51,,45,9,7,2,4,,,,37,15,10,0,15,,,,,,,1,
File,aacdec_template.c_imdct_and_windowing_ld.c,25,,18,3,2,3,4,,,,15,4,3,0,1,,,,,,,1,
File,aacdec_template.c_lcg_random.c,6,,6,0,0,0,0,,,,4,0,0,0,0,,,,,,,0,
File,aacdec_template.c_output_configure.c,48,,48,0,0,0,0,,,,30,0,0,0,0,,,,,,,0,
File,aacdec_template.c_parse_adts_frame_header.c,54,,54,10,8,0,0,,,,26,24,11,0,13,,,,,,,4,
File,aacdec_template.c_pop_output_configuration.c,20,,20,0,0,0,0,,,,8,0,0,0,0,,,,,,,0,
File,aacdec_template.c_push_output_configuration.c,14,,14,0,0,0,0,,,,4,0,0,0,0,,,,,,,0,
File,aacdec_template.c_reset_all_predictors.c,7,,7,3,0,0,0,,,,4,3,3,0,0,,,,,,,0,
File,aacdec_template.c_reset_predictor_group.c,7,,7,3,0,0,0,,,,4,3,3,0,0,,,,,,,0,
File,aacdec_template.c_sample_rate_idx.c,16,,16,1,12,0,0,,,,12,24,1,0,23,,,,,,,1,
File,aacdec_template.c_set_default_channel_config.c,37,,37,0,0,0,0,,,,9,0,0,0,0,,,,,,,0,
File,aacdec_template.c_skip_data_stream_element.c,16,,16,0,0,0,0,,,,8,0,0,0,0,,,,,,,0,
File,aacdec_template.c_sniff_channel_order.c,135,,135,9,42,0,0,,,,55,57,14,0,47,,,,,,,3,
