Kind,Name,AltCountLineCode,CountInput,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots
Static Function,"Fax3PrematureEOF",9,0,9,3,0,0,0,0,1,0,1,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"Fax3PrintDir",57,1,57,5,4,0,0,0,6,1,24,8,4,0,4,4,4,4,1,1,0,2,0
Static Function,"Fax3PutBits",10,0,10,5,0,0,0,0,1,0,6,4,4,0,0,1,1,1,1,0,0,0,0
Static Function,"Fax3PutEOL",26,0,26,8,4,0,0,0,3,0,15,13,9,0,4,3,3,3,1,0,0,2,0
Static Function,"Fax3Unexpected",8,0,8,3,0,0,0,0,1,0,1,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"Fax3VGetField",41,0,41,4,1,0,0,1,1,0,23,4,3,0,1,1,1,1,1,0,0,0,0
Static Function,"Fax3VSetField",49,0,49,7,1,0,0,1,1,0,29,8,7,0,1,1,1,1,1,0,0,0,0
Static Function,"Fax4Decode",43,1,34,10,10,5,4,3,3,0,29,21,11,1,9,3,3,3,3,3,3,2,3
Static Function,"Fax4Encode",14,1,14,4,4,0,0,1,3,0,7,7,3,0,4,3,3,3,3,3,3,2,3
Static Function,"Fax4PostEncode",10,0,10,4,1,0,0,1,1,0,5,4,3,0,1,1,1,1,1,0,0,0,0
Static Function,"FillTable",18,1,18,6,1,0,0,0,1,0,12,6,6,0,0,1,1,1,1,0,0,0,0
Static Function,"GetField",14,0,14,6,1,0,0,1,2,0,6,6,5,0,1,2,2,2,1,0,0,1,0
Function,"GetTIFFHeader",88,1,88,9,5,0,0,1,6,1,71,17,8,3,6,6,6,6,1,4,0,2,0
Function,"GetTIFFImage",118,1,118,8,12,0,0,3,9,1,78,22,12,0,10,8,8,8,6,12,10,2,10
Function,"GetVisual",90,1,90,11,0,0,0,0,1,0,53,11,11,0,0,1,1,1,1,0,0,0,0
Static Function,"InitCCITTFax3",43,0,43,7,3,0,0,1,2,0,34,10,7,0,3,2,2,2,1,1,0,1,0
Static Function,"JBIGCopyEncodedData",24,1,24,5,6,0,0,2,5,1,11,12,4,0,8,4,4,4,3,3,3,2,3
Static Function,"JBIGDecode",34,0,27,13,3,12,5,1,4,1,14,18,14,0,4,3,3,3,1,1,0,1,0
Static Function,"JBIGEncode",16,0,16,5,1,0,0,1,1,0,7,6,5,0,1,1,1,1,1,0,0,0,0
Static Function,"JBIGOutputBie",9,0,9,4,0,0,0,0,2,0,3,4,3,0,1,2,2,2,1,0,0,1,0
Static Function,"JBIGSetupDecode",9,0,9,3,2,0,0,1,2,0,3,5,2,0,3,2,2,2,1,1,0,1,0
Static Function,"JBIGSetupEncode",9,0,9,3,2,0,0,1,2,0,3,5,2,0,3,2,2,2,1,1,0,1,0
Static Function,"LZWCleanup",13,0,13,7,0,0,0,0,1,0,7,6,6,0,0,1,1,1,1,0,0,0,0
Static Function,"LZWFixupTags",6,0,6,1,1,0,0,1,1,0,2,1,0,0,1,1,1,1,1,0,0,0,0
Static Function,"LZWPostEncode",37,0,37,10,7,0,0,1,9,1,22,20,10,0,10,6,6,6,3,3,2,3,2
Static Function,"LZWPreDecode",51,0,35,7,6,23,5,1,7,1,29,13,6,0,7,5,5,5,4,3,3,2,3
Static Function,"LZWPreEncode",24,0,24,5,2,0,0,1,2,0,17,6,4,0,2,2,2,2,1,0,0,1,0
Static Function,"LZWSetupDecode",39,0,39,8,8,0,0,1,7,1,22,16,7,0,9,6,6,6,5,4,4,2,4
Static Function,"LZWSetupEncode",14,0,14,5,4,0,0,1,2,0,7,7,4,0,3,2,2,2,1,1,0,1,0
Static Function,"MissingRequired",6,0,6,2,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
Function,"NextProc",5,0,5,2,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"NotConfigured",11,1,11,1,2,0,0,1,1,0,7,2,0,0,2,1,1,1,1,0,0,0,0
Static Function,"OkToChangeTag",18,0,18,4,4,0,0,1,3,0,6,9,4,0,5,3,3,3,3,2,2,1,2
Function,"OpenTIFFFile",12,1,12,5,2,0,0,1,2,0,4,6,4,0,2,2,2,2,1,1,0,1,0
Static Function,"PixarLogClose",11,0,11,2,1,0,0,0,2,0,5,2,1,0,1,2,2,2,1,0,0,1,0
Static Function,"PixarLogDecode",127,0,127,18,9,0,0,1,7,1,66,29,18,1,11,6,6,6,4,3,3,1,3
Static Function,"PixarLogEncode",88,0,88,14,6,0,0,1,5,1,45,20,13,1,7,4,4,4,3,2,2,1,2
Static Function,"PixarLogFixupTags",6,0,6,1,1,0,0,1,1,0,2,1,0,0,1,1,1,1,1,0,0,0,0
Static Function,"PixarLogGuessDataFmt",29,0,29,3,0,0,0,1,1,0,13,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"PixarLogMakeTables",83,0,83,8,26,0,0,3,58,2,74,40,12,0,36,11,11,11,1,1,0,2,0
Static Function,"PixarLogPostEncode",28,0,28,7,2,0,0,1,1,0,14,7,6,0,1,1,1,1,1,0,0,0,0
Static Function,"PixarLogPreDecode",20,0,20,6,3,0,0,1,2,0,10,7,5,0,2,2,2,2,1,1,0,1,0
Static Function,"PixarLogPreEncode",20,0,20,6,3,0,0,1,2,0,10,7,5,0,2,2,2,2,1,1,0,1,0
Static Function,"PixarLogSetupDecode",44,0,44,11,10,0,0,1,6,1,27,21,10,0,11,6,6,6,6,5,5,1,5
Static Function,"PixarLogSetupEncode",31,0,31,9,9,0,0,1,5,1,17,17,8,0,9,5,5,5,5,4,4,1,4
Static Function,"PixarLogVGetField",16,0,16,2,1,0,0,1,1,0,7,2,1,0,1,1,1,1,1,0,0,0,0
Static Function,"PixarLogVSetField",52,0,52,9,2,0,0,1,1,0,29,10,9,0,1,1,1,1,1,0,0,0,0
Static Function,"PredictorDecodeRow",12,0,12,3,3,0,0,1,2,0,6,4,2,0,2,2,2,2,1,2,0,1,0
Static Function,"PredictorDecodeTile",26,1,26,5,7,0,0,1,5,1,13,12,4,0,8,5,5,5,5,7,7,3,7
Static Function,"PredictorEncodeRow",11,0,11,3,2,0,0,1,2,0,6,4,2,0,2,2,2,2,1,1,0,1,0
Static Function,"PredictorEncodeTile",40,1,40,9,11,0,0,2,4,1,25,18,9,0,9,4,4,4,3,2,2,1,2
Static Function,"PredictorPrintDir",17,1,17,4,2,0,0,0,2,0,11,5,3,0,2,2,2,2,1,0,0,1,0
Static Function,"PredictorSetup",53,0,53,7,4,0,0,1,2,0,19,9,6,0,3,2,2,2,1,1,0,1,0
Static Function,"PredictorSetupDecode",49,0,49,3,5,0,0,1,14,1,28,13,2,0,11,10,10,10,1,3,0,3,0
Static Function,"PredictorSetupEncode",46,0,46,3,5,0,0,1,12,1,27,12,2,0,10,9,9,9,1,3,0,3,0
Static Function,"PredictorVGetField",15,0,15,4,1,0,0,1,1,0,7,4,3,0,1,1,1,1,1,0,0,0,0
Static Function,"PredictorVSetField",17,0,17,4,1,0,0,1,1,0,9,4,3,0,1,1,1,1,1,0,0,0,0
Function,"PreviousProc",5,0,5,2,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"PrintASCII",20,0,20,4,0,0,0,0,1,0,11,3,3,0,0,1,1,1,1,0,0,0,0
Static Function,"PrintData",131,0,127,6,1,1,3,0,1,0,63,5,5,0,0,1,1,1,1,0,0,0,0
Static Function,"PrintFloatDiff",16,1,16,1,2,0,0,0,2,0,5,2,0,0,2,2,2,2,1,0,0,1,0
Static Function,"PrintIntDiff",55,1,55,1,2,0,0,0,2,0,20,2,0,0,2,2,2,2,1,0,0,1,0
Static Function,"PrintTag",11,0,11,3,0,0,0,0,1,0,6,3,3,0,0,1,1,1,1,0,0,0,0
Static Function,"PrintType",30,0,29,23,21,0,1,0,1,0,3,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"PrivateErrorHandler",7,0,7,1,0,0,0,0,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0
Function,"QuitProc",5,0,5,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0
Static Function,"ReadDirectory",243,0,228,23,15,6,9,4,144,2,120,45,24,1,20,10,10,10,8,12,10,2,10
Static Function,"ReadError",5,1,5,2,1,0,0,1,1,0,1,2,1,0,1,1,1,1,1,0,0,0,0
Function,"ResizeProc",29,0,29,6,2,0,0,0,3,0,21,11,8,0,3,3,3,3,1,1,0,1,0
Static Function,"SeparateCompare",21,4,21,3,10,0,0,3,6,1,10,11,1,1,10,5,5,5,4,5,5,3,4
Function,"SetNameLabel",12,1,12,4,0,0,0,0,1,0,6,3,3,0,0,1,1,1,1,0,0,0,0
Function,"SetUpTIFFDirectory",16,0,16,4,2,0,0,0,1,0,13,3,3,0,0,1,1,1,1,0,0,0,0
Static Function,"ShowRawBytes",11,0,11,2,1,0,0,1,1,0,6,2,1,0,1,1,1,1,1,0,0,0,0
Static Function,"ShowRawBytes",11,0,11,2,1,0,0,1,1,0,6,2,1,0,1,1,1,1,1,0,0,0,0
Static Function,"ShowRawWords",11,0,11,2,1,0,0,1,1,0,6,2,1,0,1,1,1,1,1,0,0,0,0
Static Function,"ShowRawWords",11,0,11,2,1,0,0,1,1,0,6,2,1,0,1,1,1,1,1,0,0,0,0
Static Function,"ShowStrip",14,0,14,3,0,0,0,0,1,0,7,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"ShowStrip",14,0,14,3,0,0,0,0,1,0,7,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"ShowTile",18,0,18,3,1,0,0,1,1,0,9,2,1,0,1,1,1,1,1,0,0,0,0
Static Function,"ShowTile",18,0,18,3,1,0,0,1,1,0,9,2,1,0,1,1,1,1,1,0,0,0,0
Function,"SimpleGammaCorrection",19,1,19,4,0,0,0,0,1,0,11,3,3,0,0,1,1,1,1,0,0,0,0
Static Function,"TIFFAdvanceDirectory",57,0,57,10,9,0,0,1,6,1,23,20,9,0,11,6,6,6,6,7,7,2,7
Function,"TIFFBuildOverviews",141,3,141,21,13,0,0,1,98,2,75,38,22,0,20,10,10,10,4,7,5,2,5
Function,"TIFFCleanup",37,0,37,7,1,0,0,0,2,0,18,7,6,0,1,2,2,2,1,0,0,1,0
Function,"TIFFClose",8,0,8,2,0,0,0,0,1,0,4,1,1,0,0,1,1,1,1,0,0,0,0
Function,"TIFFCreateDirectory",11,0,11,2,1,0,0,1,1,0,7,2,1,0,1,1,1,1,1,0,0,0,0
Function,"TIFFCreateOvrCache",55,0,55,9,1,0,0,1,4,1,33,11,9,0,2,3,3,3,1,1,0,1,0
Function,"TIFFCurrentDirOffset",5,0,5,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Function,"TIFFCvtIEEEDoubleToNative",9,0,9,3,0,0,0,0,1,0,3,2,2,0,0,1,1,1,1,0,0,0,0
Function,"TIFFCvtIEEEFloatToNative",9,0,9,3,0,0,0,0,1,0,3,2,2,0,0,1,1,1,1,0,0,0,0
Function,"TIFFCvtNativeToIEEEDouble",9,0,9,3,0,0,0,0,1,0,3,2,2,0,0,1,1,1,1,0,0,0,0
Function,"TIFFCvtNativeToIEEEFloat",9,0,9,3,0,0,0,0,1,0,3,2,2,0,0,1,1,1,1,0,0,0,0
Function,"TIFFDefaultDirectory",37,0,37,8,1,0,0,1,1,0,31,8,7,0,1,1,1,1,1,0,0,0,0
Static Function,"TIFFDefaultRefBlackWhite",20,0,20,3,5,0,0,1,4,1,10,7,2,0,7,4,4,4,1,2,0,2,0
Static Function,"TIFFDefaultTransferFunction",36,0,36,5,9,0,0,1,12,1,22,20,7,1,14,7,7,7,6,8,8,2,8
Function,"TIFFDestroyOvrCache",8,0,8,3,0,0,0,0,1,0,4,2,2,0,0,1,1,1,1,0,0,0,0
Function,"TIFFError",11,45,11,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Function,"TIFFErrorExt",11,9,11,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Function,"TIFFFdOpen",11,7,11,2,0,0,0,1,1,0,4,1,1,0,0,1,1,1,1,0,0,0,0
Function,"TIFFFdOpen",12,7,12,2,0,0,0,1,1,0,4,1,1,0,0,1,1,1,1,0,0,0,0
Function,"TIFFFdOpen",12,7,12,2,0,0,0,1,1,0,4,1,1,0,0,1,1,1,1,0,0,0,0
Function,"TIFFFdOpen",15,7,15,2,1,0,0,1,2,0,4,2,1,0,1,2,2,2,1,0,0,1,0
Function,"TIFFFdOpen",14,7,14,2,0,0,0,1,1,0,5,1,1,0,0,1,1,1,1,0,0,0,0
Function,"TIFFFdOpen",12,7,12,2,0,0,0,1,1,0,4,1,1,0,0,1,1,1,1,0,0,0,0
Function,"TIFFFdOpen",12,7,12,2,0,0,0,1,1,0,4,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"TIFFFetchAnyArray",74,0,74,12,1,0,0,1,1,0,47,12,11,0,1,1,1,1,1,0,0,0,0
Static Function,"TIFFFetchByteArray",23,0,23,2,4,0,0,1,3,0,10,5,1,1,3,3,3,3,1,2,0,2,0
Static Function,"TIFFFetchData",41,0,41,12,6,0,0,1,12,1,17,23,13,1,9,6,6,6,5,10,10,2,10
Static Function,"TIFFFetchDoubleArray",9,0,9,3,4,0,0,1,2,0,3,5,2,0,3,2,2,2,1,1,0,1,0
Static Function,"TIFFFetchExtraSamples",18,0,18,7,1,0,0,1,1,0,9,7,6,0,1,1,1,1,1,0,0,0,0
Static Function,"TIFFFetchFloat",16,0,10,3,1,3,3,1,1,0,7,3,2,0,1,1,1,1,1,0,0,0,0
Static Function,"TIFFFetchFloatArray",13,0,13,3,6,0,0,1,3,0,6,7,2,0,5,3,3,3,3,2,2,1,2
Static Function,"TIFFFetchLongArray",9,0,9,2,3,0,0,1,2,0,3,4,1,1,2,2,2,2,1,1,0,1,0
Static Function,"TIFFFetchNormalSubTag",115,0,115,20,7,0,0,1,4,1,44,22,18,0,4,4,4,4,1,1,0,2,0
Static Function,"TIFFFetchPerSampleAnys",28,0,28,13,14,0,0,5,17,1,14,25,13,0,14,7,7,7,5,4,4,4,4
Static Function,"TIFFFetchPerSampleShorts",28,0,28,10,6,0,0,1,5,1,14,18,10,1,9,5,5,5,5,4,4,4,4
Static Function,"TIFFFetchRational",8,0,8,4,0,0,0,1,1,0,3,3,3,0,0,1,1,1,1,0,0,0,0
Static Function,"TIFFFetchRationalArray",22,0,22,5,3,0,0,1,3,0,10,7,4,0,3,3,3,3,1,0,0,2,0
Static Function,"TIFFFetchRefBlackWhite",24,0,24,9,7,0,0,2,7,1,14,16,8,0,8,5,5,5,1,1,0,2,0
Static Function,"TIFFFetchShortArray",19,0,19,2,4,0,0,1,3,0,6,5,1,1,3,3,3,3,1,2,0,2,0
Static Function,"TIFFFetchShortPair",19,0,19,5,2,0,0,1,1,0,8,5,4,0,1,1,1,1,1,0,0,0,0
Static Function,"TIFFFetchString",12,0,12,4,2,0,0,1,2,0,5,5,3,0,2,2,2,2,1,1,0,1,0
Static Function,"TIFFFetchStripThing",27,0,27,8,6,0,0,1,6,1,12,17,7,1,9,6,6,6,5,5,5,2,5
Function,"TIFFFindCODEC",13,0,13,2,0,0,0,1,1,0,9,1,1,0,0,1,1,1,1,0,0,0,0
Function,"TIFFFlush",46,0,46,6,8,0,0,1,10,1,11,18,5,0,13,8,8,8,8,10,10,3,10
Function,"TIFFFlushData",12,0,12,2,3,0,0,1,4,1,4,6,1,0,5,4,4,4,4,3,3,2,3
Function,"TIFFFreeDirectory",26,0,26,6,0,0,0,0,1,0,21,5,5,0,0,1,1,1,1,0,0,0,0
Function,"TIFFGetBitRevTable",5,1,5,1,1,0,0,1,1,0,1,1,0,0,1,2,2,2,1,0,0,0,0
Function,"TIFFGetClientInfo",10,0,10,1,0,0,0,1,1,0,4,0,0,0,0,1,1,1,1,0,0,0,0
Function,"TIFFGetConfiguredCODECs",40,0,40,7,2,0,0,1,2,0,26,7,6,0,1,2,2,2,1,0,0,1,0
Function,"TIFFGetField",10,0,10,3,1,0,0,1,1,0,6,3,2,0,1,1,1,1,1,0,0,0,0
Function,"TIFFGetFieldDefaulted",10,0,10,3,1,0,0,1,1,0,6,3,2,0,1,1,1,1,1,0,0,0,0
Function,"TIFFGetOvrBlock_Subsampled",17,0,17,5,0,0,0,1,1,0,9,3,3,0,0,1,1,1,1,0,0,0,0
Function,"TIFFGetTagListCount",5,0,5,1,0,0,0,1,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0
Function,"TIFFGetTagListEntry",8,0,8,0,0,0,0,1,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Function,"TIFFGetVersion",5,0,5,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0
Function,"TIFFImageIterBegin",119,0,119,9,11,0,0,1,7,1,56,22,9,3,10,5,4,5,4,7,6,2,6
Function,"TIFFImageIterEnd",3,0,3,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Function,"TIFFImageIterGet",14,0,14,2,3,0,0,1,3,0,5,6,2,0,4,3,3,3,3,2,2,1,2
Function,"TIFFInitCCITTFax3",10,1,10,4,4,0,0,1,2,0,4,7,4,0,3,2,2,2,1,2,0,1,0
Function,"TIFFInitCCITTFax4",17,1,17,4,4,0,0,1,2,0,11,7,4,0,3,2,2,2,1,2,0,1,0
Function,"TIFFInitCCITTRLE",13,1,13,3,4,0,0,1,2,0,6,5,2,0,3,2,2,2,1,2,0,1,0
Function,"TIFFInitCCITTRLEW",13,1,13,3,4,0,0,1,2,0,6,5,2,0,3,2,2,2,1,2,0,1,0
Function,"TIFFInitJBIG",11,0,11,2,1,0,0,1,1,0,8,2,1,0,1,1,1,1,1,0,0,0,0
Function,"TIFFInitLZW",32,0,32,8,5,0,0,1,2,0,25,13,8,1,4,2,2,2,1,2,0,1,0
Function,"TIFFInitPixarLog",47,0,47,9,6,0,0,1,3,0,36,16,9,1,6,3,3,3,3,3,2,1,2
Function,"TIFFIsCODECConfigured",15,0,15,2,5,0,0,1,4,1,5,9,2,0,7,4,4,4,4,3,3,1,3
Function,"TIFFLastDirectory",5,0,5,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"TIFFLinkDirectory",60,0,59,9,8,0,1,1,6,1,31,19,8,0,11,6,6,6,6,7,7,2,7
Function,"TIFFModeCCITTFax3",1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"TIFFNoDecode",14,0,14,3,1,0,0,1,1,0,4,4,3,0,1,1,1,1,1,0,0,0,0
Static Function,"TIFFNoEncode",15,0,15,3,3,0,0,1,2,0,4,5,3,0,2,2,2,2,1,1,0,1,0
Function,"TIFFNumberOfDirectories",9,0,9,2,0,0,0,1,1,0,4,1,1,0,0,1,1,1,1,0,0,0,0
Function,"TIFFOpen",23,3,23,8,14,0,0,6,6,1,10,17,8,0,9,4,4,4,1,2,0,1,0
Function,"TIFFOpen",25,3,25,8,7,0,0,4,4,1,13,13,8,0,5,3,3,3,1,0,0,1,0
Function,"TIFFOpen",24,3,24,9,9,0,0,5,6,1,12,16,8,0,8,4,4,4,1,1,0,2,0
Function,"TIFFOpen",47,3,47,12,18,0,0,4,7,1,25,35,13,1,21,8,8,8,6,18,15,3,15
Function,"TIFFOpen",43,3,43,7,11,0,0,3,4,1,23,17,6,1,10,2,2,2,1,1,0,1,0
Function,"TIFFOpen",18,3,18,7,7,0,0,5,4,1,8,13,7,0,6,3,3,3,1,0,0,1,0
Function,"TIFFOpen",19,3,19,8,7,0,0,5,2,0,12,14,8,0,6,3,3,3,1,0,0,1,0
Function,"TIFFOpenW",47,1,47,12,16,0,0,5,12,1,32,26,11,1,14,4,4,4,1,1,0,2,0
Function,"TIFFPredictorCleanup",12,0,12,3,1,0,0,1,1,0,8,3,2,0,1,1,1,1,1,0,0,0,0
Function,"TIFFPredictorInit",29,0,29,6,3,0,0,1,2,0,18,8,5,0,3,2,2,2,1,1,0,1,0
Function,"TIFFPrintDirectory",421,0,403,32,27,9,9,1,999999999,10,211,93,34,3,60,43,43,43,12,27,27,4,24
Function,"TIFFReadContigStripData",24,0,24,8,2,0,0,1,2,0,14,11,9,0,2,2,2,2,1,0,0,1,0
Function,"TIFFReadContigStripData",24,0,24,8,2,0,0,1,2,0,14,11,9,0,2,2,2,2,1,0,0,1,0
Function,"TIFFReadContigTileData",25,0,25,8,2,0,0,1,2,0,16,11,9,0,2,2,2,2,1,0,0,1,0
Function,"TIFFReadContigTileData",25,0,25,8,2,0,0,1,2,0,16,11,9,0,2,2,2,2,1,0,0,1,0
Function,"TIFFReadData",17,0,17,7,2,0,0,0,2,0,6,7,6,0,1,2,2,2,1,1,0,1,0
Function,"TIFFReadData",17,0,17,7,2,0,0,0,2,0,6,7,6,0,1,2,2,2,1,1,0,1,0
Function,"TIFFReadImageIter",16,0,16,8,5,0,0,1,2,0,8,10,7,0,3,2,2,2,1,1,0,1,0
Function,"TIFFReadPrivateDataSubDirectory",126,0,126,26,23,0,0,1,585,3,63,61,25,6,31,18,18,18,15,29,29,3,29
Function,"TIFFReadRawData",45,0,45,10,1,0,0,0,2,0,21,11,10,0,1,2,2,2,1,0,0,1,0
Function,"TIFFReadRawData",45,0,45,10,1,0,0,0,2,0,21,11,10,0,1,2,2,2,1,0,0,1,0
Function,"TIFFReadSeparateStripData",28,0,28,8,2,0,0,1,2,0,18,11,9,0,2,2,2,2,1,0,0,1,0
Function,"TIFFReadSeparateStripData",28,0,28,8,2,0,0,1,2,0,18,11,9,0,2,2,2,2,1,0,0,1,0
Function,"TIFFReadSeparateTileData",29,0,29,8,2,0,0,1,2,0,20,11,9,0,2,2,2,2,1,0,0,1,0
Function,"TIFFReadSeparateTileData",29,0,29,8,2,0,0,1,2,0,20,11,9,0,2,2,2,2,1,0,0,1,0
Function,"TIFFReassignTagToIgnore",36,1,36,5,10,0,0,1,4,1,18,14,5,0,13,4,4,4,2,1,1,3,1
Function,"TIFFRegisterCODEC",21,1,21,2,4,0,0,2,2,0,11,3,1,0,2,2,2,2,1,1,0,1,0
Function,"TIFFReverseBits",19,1,19,1,2,0,0,0,4,1,13,3,0,1,3,3,3,3,1,0,0,1,0
Function,"TIFFSetClientInfo",19,0,19,3,1,0,0,0,2,0,12,4,2,0,2,2,2,2,1,1,0,1,0
Function,"TIFFSetCompressionScheme",7,0,7,3,0,0,0,1,1,0,3,3,3,0,0,1,1,1,1,0,0,0,0
Function,"TIFFSetDirectory",14,0,14,3,0,0,0,1,1,0,10,2,2,0,0,1,1,1,1,0,0,0,0
