Kind,Name,AltCountLineCode,CountInput,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots
File,cve-2012-3401.c,161,,150,10,4,9,2,,,,63,18,13,0,5,,,,,,,1,
File,cve-2013-1960.c,81,,81,10,44,0,0,,,,44,45,4,0,43,,,,,,,4,
File,cve-2013-1961.c,87,,87,7,8,0,0,,,,62,12,7,0,5,,,,,,,2,
File,cve-2013-4231.c,54,,54,12,11,0,0,,,,37,23,14,2,10,,,,,,,2,
File,cve-2013-4232.c,552,,235,30,22,304,20,,,,262,61,31,1,29,,,,,,,3,
File,cve-2013-4243.c,37,,37,14,17,0,0,,,,23,31,15,0,16,,,,,,,1,
File,cve-2014-9655.c,67,,67,9,31,0,0,,,,47,45,12,8,29,,,,,,,4,
File,cve-2015-1547.c,67,,67,9,31,0,0,,,,47,45,12,8,29,,,,,,,4,
File,cve-2015-7554.c,293,,293,13,4,0,0,,,,170,18,14,0,4,,,,,,,1,
File,cve-2015-8665.c,13,,13,4,0,0,0,,,,8,4,4,0,0,,,,,,,0,
File,cve-2015-8668.c,12,,12,2,3,0,0,,,,5,5,2,0,3,,,,,,,1,
File,cve-2015-8870.c,513,,481,32,59,16,16,,,,253,129,39,5,85,,,,,,,3,
File,cve-2016-10092.c,5,,5,2,1,0,0,,,,1,3,2,0,1,,,,,,,0,
File,cve-2016-10093.c,12,,12,2,0,0,0,,,,4,1,1,0,0,,,,,,,0,
File,cve-2016-10094.c,415,,220,28,25,181,18,,,,167,61,28,0,33,,,,,,,3,
File,cve-2016-10095.c,293,,293,13,4,0,0,,,,170,18,14,0,4,,,,,,,1,
File,cve-2016-10266.c,54,,54,11,6,0,0,,,,29,19,11,0,8,,,,,,,2,
File,cve-2016-10267.c,54,,54,6,9,0,0,,,,39,15,6,0,9,,,,,,,3,
File,cve-2016-10269.c,5,,5,2,1,0,0,,,,1,3,2,0,1,,,,,,,0,
File,cve-2016-10270.c,94,,78,12,11,11,6,,,,35,33,12,0,21,,,,,,,4,
File,cve-2016-10271.c,80,,80,9,1,0,0,,,,50,8,8,0,0,,,,,,,0,
File,cve-2016-10272.c,79,,79,11,38,0,0,,,,54,53,14,8,35,,,,,,,4,
File,cve-2016-10371.c,33,,33,4,6,0,0,,,,14,9,4,0,5,,,,,,,1,
File,cve-2016-3186.c,16,,16,8,3,0,0,,,,8,9,8,0,1,,,,,,,0,
File,cve-2016-3619.c,22,,22,5,7,0,0,,,,12,12,5,0,7,,,,,,,2,
File,cve-2016-3620.c,35,,35,8,4,0,0,,,,18,11,8,0,3,,,,,,,1,
File,cve-2016-3621.c,115,,111,17,19,5,2,,,,88,51,24,2,25,,,,,,,4,
File,cve-2016-3622.c,32,,28,8,5,1,3,,,,20,13,9,0,6,,,,,,,1,
File,cve-2016-3623.c,28,,28,8,3,0,0,,,,20,12,9,0,3,,,,,,,0,
File,cve-2016-3624.c,26,,26,6,1,0,0,,,,21,8,8,0,0,,,,,,,0,
File,cve-2016-3631-1.c,30,,30,9,5,0,0,,,,16,18,13,1,5,,,,,,,1,
File,cve-2016-3631-2.c,30,,30,9,5,0,0,,,,16,18,13,1,5,,,,,,,1,
File,cve-2016-3632.c,293,,293,13,4,0,0,,,,170,18,14,0,4,,,,,,,1,
File,cve-2016-3633.c,34,,34,2,0,0,0,,,,28,2,2,0,0,,,,,,,0,
File,cve-2016-3634.c,11,,11,3,0,0,0,,,,4,3,3,0,0,,,,,,,0,
File,cve-2016-3658.c,38,,38,8,5,0,0,,,,21,13,8,0,5,,,,,,,1,
File,cve-2016-3945-1.c,59,,56,10,6,1,2,,,,37,19,12,0,7,,,,,,,1,
File,cve-2016-3945-2.c,63,,60,10,6,1,2,,,,39,18,11,0,7,,,,,,,1,
File,cve-2016-3990.c,49,,47,4,25,0,2,,,,48,42,11,0,31,,,,,,,3,
File,cve-2016-3991.c,341,,218,26,31,118,8,,,,183,75,29,2,44,,,,,,,3,
File,cve-2016-5102.c,54,,54,15,21,0,0,,,,30,38,16,0,22,,,,,,,2,
File,cve-2016-5315.c,13,,13,5,7,0,0,,,,4,12,5,0,7,,,,,,,2,
File,cve-2016-5316.c,26,,26,7,1,0,0,,,,17,8,7,0,1,,,,,,,1,
File,cve-2016-5319.c,105,,105,6,42,0,0,,,,65,51,9,1,42,,,,,,,4,
File,cve-2016-5322.c,13,,13,5,7,0,0,,,,4,12,5,0,7,,,,,,,2,
File,cve-2016-5323.c,80,,80,9,1,0,0,,,,50,8,8,0,0,,,,,,,0,
File,cve-2016-6223.c,67,,50,12,10,11,6,,,,22,23,12,1,10,,,,,,,2,
File,cve-2016-6223_1.c,71,,52,11,10,13,6,,,,22,23,12,1,10,,,,,,,2,
File,cve-2016-8331.c,498,,498,39,9,0,0,,,,268,56,47,1,8,,,,,,,1,
File,cve-2016-9273.c,31,,31,9,8,0,0,,,,17,18,11,0,8,,,,,,,2,
File,cve-2016-9279.c,666,,666,64,5,0,0,,,,326,70,65,0,5,,,,,,,1,
File,cve-2016-9448.c,666,,666,64,5,0,0,,,,326,70,65,0,5,,,,,,,1,
File,cve-2016-9532.c,55,,55,17,4,0,0,,,,35,23,20,0,3,,,,,,,1,
File,cve-2016-9534.c,17,,17,5,3,0,0,,,,5,9,5,0,4,,,,,,,2,
File,cve-2016-9536.c,101,,101,12,57,0,0,,,,56,61,6,0,57,,,,,,,4,
File,cve-2016-9538.c,29,,29,4,4,0,0,,,,18,9,5,0,4,,,,,,,1,
File,cve-2016-9539.c,166,,161,22,7,3,2,,,,76,28,21,1,6,,,,,,,1,
File,cve-2016-9540.c,12,,12,2,0,0,0,,,,4,1,1,0,0,,,,,,,0,
File,cve-2017-10688.c,10,,10,4,0,0,0,,,,5,4,4,0,0,,,,,,,0,
File,cve-2017-12944.c,61,,61,13,12,0,0,,,,30,28,14,2,12,,,,,,,3,
File,cve-2017-5563.c,115,,111,17,19,5,2,,,,88,51,24,2,25,,,,,,,4,
File,cve-2017-7592.c,15,,15,2,0,0,0,,,,9,2,2,0,0,,,,,,,0,
File,cve-2017-7594.c,63,,63,5,4,0,0,,,,44,8,5,0,3,,,,,,,1,
File,cve-2017-7595.c,121,,110,18,15,5,7,,,,52,37,18,0,19,,,,,,,3,
File,cve-2017-7597-1.c,26,,26,6,7,0,0,,,,14,15,7,2,6,,,,,,,2,
File,cve-2017-7597-2.c,27,,27,6,7,0,0,,,,15,15,7,2,6,,,,,,,2,
File,cve-2017-9147.c,293,,293,13,4,0,0,,,,170,18,14,0,4,,,,,,,1,
File,cve-2017-9403.c,165,,165,13,7,0,0,,,,96,22,14,0,8,,,,,,,1,
File,cve-2017-9404.c,53,,53,5,4,0,0,,,,33,8,5,0,3,,,,,,,1,
File,cve-2017-9935.c,153,,153,35,6,0,0,,,,131,40,35,0,5,,,,,,,1,
