Kind,Name,AltCountLineCode,CountInput,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots
File,"cve-2015-8126_1.c",37,,34,1,0,1,2,,,,14,1,1,0,0,,,,,,,0,
File,"cve-2015-8126_2.c",15,,15,1,0,0,0,,,,6,1,1,0,0,,,,,,,0,
File,"cve-2015-8472.c",37,,34,1,0,1,2,,,,14,1,1,0,0,,,,,,,0,
File,"cve-2015-8540.c",97,,0,0,0,129,2,,,,45,0,0,0,0,,,,,,,0,
File,"cve-2016-10087.c",143,,116,15,20,26,8,,,,65,44,17,1,28,,,,,,,3,
Function,"png_check_keyword",98,0,94,9,3,1,3,2,64,2,47,16,9,0,7,7,7,7,1,0,0,1,0
Function,"png_decompress_chunk",143,1,134,11,5,3,6,2,5,1,70,16,11,0,5,5,5,5,1,1,0,4,0
Function,"png_decompress_chunk",143,1,134,11,5,3,6,2,5,1,70,16,11,0,5,5,5,5,1,1,0,4,0
Function,"png_do_expand_palette",129,0,129,4,3,0,0,1,5,1,73,8,3,0,5,5,5,5,1,2,0,3,0
Function,"png_do_rgb_to_gray",218,0,105,4,5,124,8,2,10,1,126,10,3,0,7,6,6,6,1,2,0,3,0
Function,"png_do_strip_filler",127,0,124,2,8,1,2,1,9,1,69,10,1,0,9,9,9,9,1,7,0,3,0
Function,"png_formatted_warning",39,0,39,6,2,0,0,0,1,0,21,5,4,0,1,1,1,1,1,0,0,0,0
Function,"png_handle_iTXt",81,0,73,13,6,8,2,1,6,1,56,20,12,0,8,5,5,5,4,4,3,1,3
Function,"png_handle_sCAL",110,0,48,8,8,36,26,1,10,1,51,20,7,1,12,7,7,7,7,8,8,1,8
Function,"png_handle_tEXt",62,0,49,10,4,9,4,1,4,1,39,16,9,0,7,4,4,4,4,3,3,1,3
Static Function,"png_inflate",61,0,43,6,5,19,3,1,17,1,30,17,7,1,9,7,7,7,3,2,2,4,1
Function,"png_push_read_chunk",295,0,92,16,11,201,38,0,57,2,97,35,15,0,20,14,14,14,14,25,25,3,25
Function,"png_push_read_zTXt",133,0,133,11,4,0,0,0,12,1,79,20,10,0,10,7,7,7,6,8,8,2,8
Function,"png_set_text_2",143,1,117,11,13,26,7,1,150,2,65,29,9,0,22,13,13,13,11,17,17,3,15
Function,"png_set_text_2",143,1,117,11,13,26,7,1,150,2,65,29,9,0,22,13,13,13,11,17,17,3,15
Function,"png_set_text_2",142,1,116,13,19,26,7,2,200,2,65,41,14,1,28,13,13,13,9,13,13,3,10
