Kind,Name,AltCountLineCode,CountInput,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots
Static Function,"allocbuffer",22,0,22,5,2,0,0,1,3,0,10,7,4,0,3,3,3,3,3,2,2,2,2
Static Function,"ancillary",5,1,5,2,1,0,0,3,1,0,1,3,2,0,1,1,1,1,1,0,0,0,0
Static Function,"ancillaryb",5,0,5,2,0,0,0,1,1,0,1,2,2,0,0,1,1,1,1,0,0,0,0
File,"android-ndk.c_png_have_neon.c",7,,7,2,0,0,0,,,,1,2,2,0,0,,,,,,,0,
Static Function,"bad_parameter_count",6,0,6,2,1,0,0,1,1,0,2,2,1,0,1,1,1,1,1,0,0,0,0
Static Function,"bit_size",13,0,13,2,0,0,0,1,1,0,6,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"buffer_destroy",7,1,7,4,2,0,0,2,1,0,3,7,5,0,2,1,1,1,1,0,0,0,0
Static Function,"buffer_destroy_list",10,1,10,3,3,0,0,1,2,0,3,6,3,0,3,2,2,2,1,0,0,1,0
Static Function,"buffer_extend",12,0,12,5,1,0,0,1,1,0,7,4,3,0,1,1,1,1,1,0,0,0,0
Static Function,"buffer_from_file",38,0,38,7,10,0,0,2,6,1,15,19,9,4,8,6,6,6,4,5,5,4,4
Static Function,"buffer_read",37,0,37,6,0,0,0,0,1,0,17,7,7,0,0,1,1,1,1,0,0,0,0
Static Function,"buffer_start_read",6,0,6,1,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"buffer_start_write",7,0,7,1,0,0,0,0,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"calcerr",9,0,9,1,0,0,0,1,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"channels_of_type",16,0,16,2,8,0,0,1,5,1,5,8,1,0,7,4,4,4,3,2,2,2,2
Static Function,"check",142,3,137,23,31,5,3,7,187,2,76,59,24,4,36,19,17,19,11,22,18,4,17
Static Function,"check16",9,0,9,2,6,0,0,1,2,0,4,5,1,0,4,3,3,3,3,2,2,2,2
Static Function,"check_all_characters",10,0,10,3,3,0,0,1,4,1,5,7,2,0,7,4,4,4,4,4,4,3,4
Static Function,"check_error",13,0,13,3,0,0,0,0,1,0,5,3,3,0,0,1,1,1,1,0,0,0,0
Static Function,"check_handling",95,0,95,8,0,0,0,0,1,0,36,7,7,0,0,1,1,1,1,0,0,0,0
Static Function,"check_interlace_type",9,0,9,2,2,0,0,1,2,0,2,3,1,0,2,2,2,2,1,1,0,1,0
Static Function,"check_one_character",141,1,141,11,27,0,0,3,64,2,59,41,11,1,29,18,18,20,16,30,29,3,29
Static Function,"check_param_count",9,2,9,2,2,0,0,1,2,0,2,3,1,0,2,2,2,2,1,1,0,1,0
Static Function,"check_some_characters",17,1,17,5,4,0,0,1,5,1,7,10,3,1,8,5,5,5,5,6,6,4,6
Static Function,"checkbuffer",16,0,16,4,3,0,0,1,3,0,6,7,3,0,4,3,3,3,3,2,2,1,2
Static Function,"checkopaque",13,0,13,3,4,0,0,1,3,0,4,6,2,1,3,3,3,3,3,4,4,1,4
File,"checksum-icc.c_main.c",33,,33,9,13,0,0,,,,16,21,9,0,14,,,,,,,3,
File,"checksum-icc.c_read_one_file.c",36,,34,6,5,0,2,,,,17,13,7,3,5,,,,,,,2,
Static Function,"chrm_modification_init",21,0,21,5,0,0,0,0,1,0,16,4,4,0,0,1,1,1,1,0,0,0,0
Static Function,"chrm_modify",16,1,16,3,2,0,0,2,1,0,11,4,2,0,2,1,1,1,1,0,0,0,0
Static Function,"chromaticity_x",5,0,5,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"chromaticity_y",5,0,5,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"chunk_end",7,1,7,3,1,0,0,0,1,0,3,3,3,0,0,1,1,1,1,0,0,0,0
Static Function,"chunk_message",5,0,5,2,0,0,0,0,1,0,1,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"clean_display",11,0,11,3,2,0,0,1,2,0,3,4,2,0,2,2,2,2,1,1,0,1,0
Static Function,"clear",6,0,6,2,0,0,0,0,1,0,2,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"clear_keep",7,0,7,2,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"clear_text",11,0,11,1,0,0,0,0,1,0,7,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"closestinteger",5,1,5,1,1,0,0,2,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0
Static Function,"cmppixel",71,0,71,9,20,0,0,1,160,2,33,36,7,1,28,14,14,14,8,12,9,2,9
Static Function,"compare_read",191,0,188,21,39,0,3,1,290,2,107,68,24,7,40,12,8,13,8,18,16,3,16
Static Function,"compare_two_images",217,0,217,23,23,0,0,1,52,2,116,43,23,2,18,11,11,11,3,6,2,3,2
Function,"component",12,4,12,5,4,0,0,3,2,0,5,7,4,0,4,2,2,6,1,0,0,1,0
Static Function,"component",21,1,21,3,8,0,0,2,6,1,12,15,1,6,8,6,2,6,6,0,0,1,0
Static Function,"component_loc",45,0,27,1,3,14,4,1,4,1,17,3,0,1,2,3,3,3,1,2,0,1,0
Static Function,"control_end",5,0,5,2,0,0,0,1,1,0,1,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"crc_init_4",8,0,8,1,0,0,0,1,1,0,4,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"crc_one_byte",5,0,5,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"current_type",14,0,14,2,2,0,0,1,2,0,4,3,1,1,1,2,2,2,1,1,0,1,0
File,"cvtcolor.c_component.c",12,,12,5,4,0,0,,,,5,9,6,0,4,,,,,,,1,
File,"cvtcolor.c_main.c",111,,111,24,72,0,0,,,,68,93,26,0,83,,,,,,,4,
File,"cvtcolor.c_usage.c",8,,8,3,1,0,0,,,,2,4,3,0,1,,,,,,,0,
Function,"defined",109,0,80,9,12,29,4,3,12,1,61,20,8,1,11,5,5,5,1,2,0,2,0
Static Function,"deinterlace_row",13,0,13,5,0,0,0,0,1,0,7,3,3,0,0,1,1,1,1,0,0,0,0
Static Function,"display_clean",13,1,10,3,1,1,2,1,1,0,7,4,3,0,1,1,1,1,1,0,0,0,0
Static Function,"display_clean_read",6,0,6,2,0,0,0,0,1,0,1,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"display_clean_write",6,0,6,2,0,0,0,0,1,0,1,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"display_destroy",8,0,5,2,0,1,2,0,1,0,2,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"display_rc",5,0,5,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"extract",41,0,41,10,4,0,0,1,4,1,21,16,10,1,5,4,4,4,3,3,2,1,2
Static Function,"extract_one_file",59,1,59,11,19,0,0,8,13,1,25,31,10,3,19,9,9,9,1,6,0,6,0
File,"fakepng.c_main.c",8,,8,3,0,0,0,,,,5,3,3,0,0,,,,,,,0,
File,"fakepng.c_put_chunk.c",9,,9,4,0,0,0,,,,5,4,4,0,0,,,,,,,0,
File,"fakepng.c_put_uLong.c",8,,8,2,0,0,0,,,,4,2,2,0,0,,,,,,,0,
Static Function,"file_end",24,0,24,9,2,0,0,1,3,0,11,13,10,0,3,3,3,3,1,0,0,2,0
Static Function,"file_getpos",9,0,9,4,1,0,0,0,2,0,2,5,4,0,1,2,2,2,1,0,0,1,0
Static Function,"file_setpos",9,0,9,4,1,0,0,0,2,0,2,5,4,0,1,2,2,2,1,0,0,1,0
Static Function,"find",11,0,11,2,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"find_by_flag",8,0,8,3,1,0,0,2,1,0,4,3,2,0,1,1,1,1,1,0,0,0,0
Static Function,"find_insert",55,0,50,7,6,2,3,2,6,1,26,13,7,1,7,4,4,7,3,4,2,2,1
Static Function,"find_parameters",22,0,22,4,3,0,0,2,2,0,10,5,2,0,3,2,2,2,1,1,0,1,0
Static Function,"findb",11,0,11,2,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
Function,"finvsRGB",5,3,5,2,1,0,0,2,1,0,1,2,1,0,1,1,1,1,1,0,0,0,0
Function,"finvsRGB",5,2,5,2,1,0,0,2,1,0,1,2,1,0,1,1,1,1,1,0,0,0,0
Function,"finvsRGB",5,3,5,2,1,0,0,2,1,0,1,2,1,0,1,1,1,1,1,0,0,0,0
Static Function,"first_transform",5,1,5,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0
Static Function,"fix",6,0,6,1,0,0,0,1,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"format_default",31,1,21,3,2,5,6,0,2,0,10,3,2,0,1,2,2,2,1,1,0,1,0
Static Function,"format_init",6,0,6,2,0,0,0,0,1,0,4,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"format_is_initial",8,0,8,2,1,0,0,1,1,0,5,2,1,0,1,1,1,1,1,0,0,0,0
Static Function,"format_isset",5,0,5,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"format_set",6,0,6,1,1,0,0,1,1,0,2,1,0,0,1,1,1,1,1,0,0,0,0
Static Function,"formatof",15,1,15,4,1,0,0,2,1,0,8,3,3,0,1,1,1,1,1,0,0,0,0
Static Function,"freebuffer",8,0,8,1,0,0,0,0,1,0,4,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"freeimage",22,0,22,5,1,0,0,0,8,1,9,7,4,0,3,4,4,4,1,0,0,1,0
Function,"fsRGB",5,2,5,2,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"gama_modification_init",13,1,13,4,1,0,0,1,1,0,9,4,3,0,1,1,1,1,1,0,0,0,0
Static Function,"gama_modify",9,1,9,3,2,0,0,2,1,0,4,4,2,0,2,1,1,1,1,0,0,0,0
Static Function,"gamma_component_compose",48,5,14,3,7,39,4,2,1,0,10,8,1,0,7,1,1,1,1,0,0,1,0
Static Function,"gamma_component_validate",334,0,290,31,86,22,24,4,409636669,9,153,132,34,5,93,42,42,44,13,24,14,4,14
Static Function,"gamma_display_init",25,0,25,6,0,0,0,0,1,0,14,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"gamma_image_validate",106,0,106,16,5,0,0,0,2,0,48,16,14,0,2,2,2,2,1,0,0,1,0
Static Function,"gamma_info_imp",86,0,32,7,2,47,31,0,3,0,28,8,6,0,2,3,3,3,1,1,0,2,0
Static Function,"gamma_threshold_test",16,2,16,8,6,0,0,2,1,0,7,9,5,0,4,1,1,1,1,0,0,0,0
Static Function,"gamma_transform_test",26,0,26,12,8,0,0,1,4,1,11,13,6,0,7,3,3,3,1,1,0,1,0
Static Function,"generate_palette",55,2,53,6,19,0,2,2,9,1,22,29,6,5,22,9,5,9,7,16,16,4,16
Static Function,"generate_row",156,2,156,16,27,0,0,2,12,1,77,41,13,2,26,12,6,12,12,38,38,2,38
Static Function,"get_control",7,0,7,4,0,0,0,1,1,0,2,4,4,0,0,1,1,1,1,0,0,0,0
Static Function,"get_pixel",104,0,50,1,8,42,16,1,8,1,18,11,0,4,7,8,8,8,1,7,0,3,0
Static Function,"get_unknown",39,1,39,6,2,0,0,2,2,0,13,9,7,0,2,2,2,2,1,0,0,1,0
Static Function,"get_valid",27,0,27,3,0,0,0,1,1,0,12,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"global_end",9,0,9,4,1,0,0,1,1,0,5,5,4,0,1,1,1,1,1,0,0,0,0
Static Function,"global_init",14,0,14,3,0,0,0,0,1,0,10,3,3,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_abgr16",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_abgr8",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_ag16",7,0,7,1,0,0,0,0,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_ag8",7,0,7,1,0,0,0,0,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_argb16",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_argb8",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_bgr16",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_bgr8",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_bgra16",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_bgra8",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_g16",7,0,7,1,0,0,0,0,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_g8",7,0,7,1,0,0,0,0,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_ga16",7,0,7,1,0,0,0,0,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_ga8",7,0,7,1,0,0,0,0,1,0,3,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_rgb16",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_rgb8",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_rgba16",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gp_rgba8",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gpc_A",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gpc_b16c",20,0,20,4,4,0,0,0,2,0,10,5,3,0,2,2,2,2,1,1,0,1,0
Static Function,"gpc_b16g",14,0,14,4,4,0,0,0,2,0,6,6,3,1,2,2,2,2,1,1,0,1,0
Static Function,"gpc_bckc",24,0,24,3,3,0,0,0,3,0,11,4,2,0,2,3,3,3,1,2,0,1,0
Static Function,"gpc_bckg",14,0,14,3,3,0,0,0,3,0,5,6,2,2,2,3,3,3,1,2,0,1,0
Static Function,"gpc_cb16",26,0,26,5,5,0,0,0,3,0,13,7,4,0,3,3,3,3,1,2,0,1,0
Static Function,"gpc_g16",7,0,7,2,0,0,0,0,1,0,3,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"gpc_g16q",7,0,7,2,0,0,0,0,1,0,3,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"gpc_g8",11,0,11,2,0,0,0,0,1,0,4,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"gpc_g8b",21,0,21,3,3,0,0,0,3,0,6,6,3,1,2,3,3,3,1,2,0,1,0
Static Function,"gpc_gb16",16,0,16,5,5,0,0,0,3,0,7,9,4,2,3,3,3,3,1,2,0,1,0
Static Function,"gpc_glin",11,0,11,4,0,0,0,0,1,0,4,3,3,0,0,1,1,1,1,0,0,0,0
Static Function,"gpc_gpre",11,0,11,4,0,0,0,0,1,0,4,3,3,0,0,1,1,1,1,0,0,0,0
Static Function,"gpc_gprq",11,0,11,4,0,0,0,0,1,0,4,3,3,0,0,1,1,1,1,0,0,0,0
Static Function,"gpc_lin",25,0,25,2,2,0,0,0,2,0,10,2,1,0,1,2,2,2,1,1,0,1,0
Static Function,"gpc_noop",9,0,9,1,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"gpc_nop6",14,0,14,1,2,0,0,0,2,0,6,2,0,1,1,2,2,2,1,1,0,1,0
Static Function,"gpc_nop8",14,0,14,1,2,0,0,0,2,0,6,2,0,1,1,2,2,2,1,1,0,1,0
Static Function,"gpc_pre",25,0,25,2,2,0,0,0,2,0,10,2,1,0,1,2,2,2,1,1,0,1,0
Static Function,"gpc_preq",25,0,25,2,2,0,0,0,2,0,10,2,1,0,1,2,2,2,1,1,0,1,0
Static Function,"gpc_sCp",17,0,17,3,2,0,0,0,2,0,7,3,2,0,1,2,2,2,1,1,0,1,0
Static Function,"gpc_sG",7,0,7,2,0,0,0,0,1,0,3,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"gpc_sGp",15,0,15,3,2,0,0,0,2,0,5,4,3,0,1,2,2,2,1,1,0,1,0
Static Function,"gpc_sRGB",25,0,25,2,2,0,0,0,2,0,10,2,1,0,1,2,2,2,1,1,0,1,0
Static Function,"gpc_unpc",17,0,17,3,2,0,0,0,2,0,7,3,2,0,1,2,2,2,1,1,0,1,0
Static Function,"gpc_unpg",15,0,15,3,2,0,0,0,2,0,5,3,2,0,1,2,2,2,1,1,0,1,0
File,"iccfrompng.c_extract.c",41,,41,12,4,0,0,,,,21,19,13,1,5,,,,,,,1,
File,"iccfrompng.c_extract_one_file.c",59,,59,17,19,0,0,,,,25,39,18,3,19,,,,,,,6,
File,"iccfrompng.c_main.c",14,,14,5,6,0,0,,,,7,11,5,1,7,,,,,,,2,
Static Function,"ilinear",5,0,5,2,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"ilinear_g22",5,0,5,2,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"ilineara",5,0,5,2,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"ilineara_g22",5,0,5,2,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_pixel_add_alpha",41,0,41,2,3,0,0,0,6,1,13,7,1,1,5,6,6,6,1,2,0,3,0
Static Function,"image_pixel_convert_PLTE",15,0,15,1,2,0,0,0,3,0,4,3,0,1,2,3,3,3,1,1,0,2,0
Static Function,"image_pixel_init",41,0,41,5,4,0,0,0,4,1,20,7,3,0,4,4,4,4,1,1,0,2,0
Static Function,"image_pixel_setf",24,0,24,1,0,0,0,0,1,0,12,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"image_size_of_type",16,3,16,2,10,0,0,2,4,1,5,9,2,0,8,4,4,4,4,3,3,2,3
Static Function,"image_transform_add",55,0,55,5,5,0,0,2,5,1,25,9,4,3,4,4,4,4,3,3,3,2,2
Static Function,"image_transform_add",54,0,54,0,4,0,0,2,5,1,25,5,0,3,4,4,4,4,3,3,3,2,2
Static Function,"image_transform_default_add",10,0,10,3,1,0,0,1,1,0,3,2,1,0,1,1,1,1,1,0,0,0,0
Static Function,"image_transform_default_ini",6,0,6,2,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_ini_end",7,0,7,3,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_mod_end",36,0,36,4,3,0,0,0,4,1,15,4,2,0,2,3,3,3,1,2,0,1,0
Static Function,"image_transform_png_set_background_mod",43,0,43,5,2,0,0,0,3,0,22,4,2,0,2,3,3,3,1,1,0,2,0
Static Function,"image_transform_png_set_background_set",39,0,35,6,5,1,3,0,4,1,20,9,4,1,4,3,3,3,1,2,0,1,0
Static Function,"image_transform_png_set_expand_16_add",9,0,9,3,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_expand_16_mod",13,0,13,5,0,0,0,0,1,0,4,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_expand_16_set",7,0,7,3,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_expand_add",9,0,9,3,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_expand_gray_1_2_4_to_8_add",7,0,7,3,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_expand_gray_1_2_4_to_8_mod",7,0,7,4,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_expand_gray_1_2_4_to_8_set",8,0,8,4,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_expand_mod",13,0,13,5,0,0,0,0,1,0,4,2,2,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_expand_set",7,0,7,3,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_gray_to_rgb_add",9,0,9,3,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_gray_to_rgb_mod",17,0,17,4,2,0,0,0,2,0,5,3,1,1,1,2,2,2,1,1,0,1,0
Static Function,"image_transform_png_set_gray_to_rgb_set",7,0,7,3,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_palette_to_rgb_add",9,0,9,3,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_palette_to_rgb_mod",9,0,9,4,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_palette_to_rgb_set",7,0,7,3,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_rgb_to_gray_add",9,0,9,3,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_rgb_to_gray_ini",90,0,76,7,6,5,9,0,36,2,38,12,5,1,6,7,7,7,1,5,0,2,0
Static Function,"image_transform_png_set_rgb_to_gray_mod",182,0,97,20,22,114,3,2,131,2,119,44,21,2,21,11,11,11,1,5,0,3,0
Static Function,"image_transform_png_set_rgb_to_gray_set",91,0,9,3,0,98,18,0,1,0,40,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_scale_16_add",9,0,9,3,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_scale_16_mod",15,0,15,3,1,0,0,0,2,0,6,1,0,0,1,2,2,2,1,0,0,1,0
Static Function,"image_transform_png_set_scale_16_set",7,0,7,3,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_strip_16_add",9,0,9,3,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_strip_16_mod",27,0,15,3,1,15,5,0,2,0,11,1,0,0,1,2,2,2,1,0,0,1,0
Static Function,"image_transform_png_set_strip_16_set",7,0,7,3,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_strip_alpha_add",9,0,9,3,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_strip_alpha_mod",13,0,13,3,0,0,0,0,1,0,5,0,0,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_strip_alpha_set",7,0,7,3,0,0,0,0,1,0,2,1,1,0,0,1,1,1,1,0,0,0,0
Static Function,"image_transform_png_set_tRNS_to_alpha_add",9,0,9,3,0,0,0,1,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0
